[
['Belltown','Belltown',1544],
['Belltown','Downtown',1473],
['Belltown','Central District',1],
['Belltown','Capitol Hill',321],
['Belltown','South Lake Union',105],
['Belltown','Eastlake',182],
['Belltown','First Hill',33],
['Belltown','International District',113],
['Belltown','Pioneer Square',460],
['Belltown','South Lake Union',1607],
['Belltown','University District',67],
['Belltown','UW',41],
['Belltown','Water Front',1332],
['Downtown','Belltown',1318],
['Downtown','Downtown',1814],
['Downtown','Central District',10],
['Downtown','Capitol Hill',528],
['Downtown','South Lake Union',80],
['Downtown','Eastlake',136],
['Downtown','First Hill',78],
['Downtown','International District',289],
['Downtown','Pioneer Square',867],
['Downtown','South Lake Union',1215],
['Downtown','University District',65],
['Downtown','UW',24],
['Downtown','Water Front',861],
['Central District','Belltown',5],
['Central District','Downtown',20],
['Central District','Central District',10],
['Central District','Capitol Hill',45],
['Central District','South Lake Union',1],
['Central District','Eastlake',1],
['Central District','First Hill',13],
['Central District','International District',17],
['Central District','Pioneer Square',16],
['Central District','South Lake Union',11],
['Central District','University District',3],
['Central District','Water Front',4],
['Capitol Hill','Belltown',579],
['Capitol Hill','Downtown',1157],
['Capitol Hill','Central District',63],
['Capitol Hill','Capitol Hill',2744],
['Capitol Hill','South Lake Union',33],
['Capitol Hill','Eastlake',282],
['Capitol Hill','First Hill',245],
['Capitol Hill','International District',151],
['Capitol Hill','Pioneer Square',265],
['Capitol Hill','South Lake Union',1268],
['Capitol Hill','University District',247],
['Capitol Hill','UW',173],
['Capitol Hill','Water Front',249],
['South Lake Union','Belltown',96],
['South Lake Union','Downtown',82],
['South Lake Union','Central District',3],
['South Lake Union','Capitol Hill',33],
['South Lake Union','South Lake Union',256],
['South Lake Union','Eastlake',115],
['South Lake Union','First Hill',7],
['South Lake Union','Pioneer Square',25],
['South Lake Union','South Lake Union',245],
['South Lake Union','University District',145],
['South Lake Union','UW',68],
['South Lake Union','Water Front',26],
['Eastlake','Belltown',226],
['Eastlake','Downtown',157],
['Eastlake','Central District',1],
['Eastlake','Capitol Hill',137],
['Eastlake','South Lake Union',60],
['Eastlake','Eastlake',1061],
['Eastlake','First Hill',2],
['Eastlake','International District',5],
['Eastlake','Pioneer Square',35],
['Eastlake','South Lake Union',1054],
['Eastlake','University District',398],
['Eastlake','UW',260],
['Eastlake','Water Front',51],
['First Hill','Belltown',45],
['First Hill','Downtown',154],
['First Hill','Central District',22],
['First Hill','Capitol Hill',242],
['First Hill','South Lake Union',3],
['First Hill','Eastlake',8],
['First Hill','First Hill',133],
['First Hill','International District',30],
['First Hill','Pioneer Square',44],
['First Hill','South Lake Union',98],
['First Hill','University District',10],
['First Hill','UW',8],
['First Hill','Water Front',26],
['International District','Belltown',74],
['International District','Downtown',275],
['International District','Central District',13],
['International District','Capitol Hill',69],
['International District','Eastlake',3],
['International District','First Hill',31],
['International District','International District',112],
['International District','Pioneer Square',79],
['International District','South Lake Union',81],
['International District','University District',4],
['International District','UW',3],
['International District','Water Front',114],
['Pioneer Square','Belltown',256],
['Pioneer Square','Downtown',580],
['Pioneer Square','Central District',11],
['Pioneer Square','Capitol Hill',93],
['Pioneer Square','South Lake Union',14],
['Pioneer Square','Eastlake',12],
['Pioneer Square','First Hill',29],
['Pioneer Square','International District',89],
['Pioneer Square','Pioneer Square',327],
['Pioneer Square','South Lake Union',257],
['Pioneer Square','University District',3],
['Pioneer Square','Water Front',436],
['South Lake Union','Belltown',1633],
['South Lake Union','Downtown',1573],
['South Lake Union','Central District',7],
['South Lake Union','Capitol Hill',745],
['South Lake Union','South Lake Union',185],
['South Lake Union','Eastlake',999],
['South Lake Union','First Hill',63],
['South Lake Union','International District',99],
['South Lake Union','Pronto shop',1],
['South Lake Union','Pioneer Square',412],
['South Lake Union','South Lake Union',4238],
['South Lake Union','University District',291],
['South Lake Union','UW',198],
['South Lake Union','Water Front',913],
['University District','Belltown',53],
['University District','Downtown',54],
['University District','Central District',5],
['University District','Capitol Hill',106],
['University District','South Lake Union',149],
['University District','Eastlake',334],
['University District','First Hill',7],
['University District','International District',1],
['University District','Pioneer Square',4],
['University District','South Lake Union',333],
['University District','University District',1533],
['University District','UW',635],
['University District','Water Front',21],
['UW','Belltown',25],
['UW','Downtown',44],
['UW','Capitol Hill',105],
['UW','South Lake Union',78],
['UW','Eastlake',328],
['UW','First Hill',2],
['UW','Pioneer Square',4],
['UW','South Lake Union',188],
['UW','University District',606],
['UW','UW',1480],
['UW','Water Front',29],
['Water Front','Belltown',745],
['Water Front','Downtown',730],
['Water Front','Central District',4],
['Water Front','Capitol Hill',38],
['Water Front','South Lake Union',30],
['Water Front','Eastlake',26],
['Water Front','First Hill',15],
['Water Front','International District',82],
['Water Front','Pioneer Square',559],
['Water Front','South Lake Union',642],
['Water Front','University District',26],
['Water Front','UW',23],
['Water Front','Water Front',4582]
]
